Order_ID,Customer_ID,Purchase_Date,City,Store_Name,Product_Category,Product_Name,Quantity,Unit_Price,Sales_Amount,Discount,Payment_Method,Customer_Segment,Delivery_Days,Customer_Rating
ORD001266,CUST00041,2025-03-19,Delhi,Reliance Store 1,Mobile Accessories,Power Bank,1,3520,3520,528.0,UPI,Regular,5,1
ORD001267,CUST00318,2023-10-03,Chennai,Reliance Store 12,Beauty,Perfume,2,1844,3688,0.0,Net Banking,Regular,1,1
ORD001268,CUST00793,2025-02-24,Ahmedabad,Reliance Store 20,Furniture,Table,4,2472,9888,988.8,Debit Card,Regular,1,2
ORD001269,CUST00558,2023-11-15,Bengaluru,Reliance Store 9,Sports,Cricket Bat,3,641,1923,96.15,Cash,Regular,7,3
ORD001270,CUST01438,2025-08-23,Bengaluru,Reliance Store 16,Electronics,Headphones,1,4418,4418,0.0,Cash,Occasional,1,1
ORD001271,CUST01076,2021-06-16,Kolkata,Reliance Store 18,Fashion,Shoes,3,4909,14727,2209.05,Cash,Occasional,6,3
ORD001272,CUST00709,2022-05-04,Pune,Reliance Store 20,Fashion,Jeans,1,428,428,42.8,UPI,Regular,1,1
ORD001273,CUST00711,2023-03-10,Bengaluru,Reliance Store 20,Beauty,Face Wash,4,4081,16324,2448.6,Debit Card,Premium,5,3
ORD001274,CUST00823,2024-09-05,Ahmedabad,Reliance Store 19,Sports,Cricket Bat,3,4547,13641,682.05,Net Banking,Occasional,3,4
ORD001275,CUST00603,2022-04-13,Pune,Reliance Store 19,Beauty,Cream,1,4769,4769,715.35,Debit Card,Premium,4,2
ORD001276,CUST00899,2024-05-31,Mumbai,Reliance Store 7,Groceries,Milk,5,2632,13160,658.0,Credit Card,Occasional,5,4
ORD001277,CUST01215,2022-04-23,Delhi,Reliance Store 19,Groceries,Rice,3,4289,12867,0.0,Credit Card,Regular,5,3
ORD001278,CUST00680,2022-04-29,Pune,Reliance Store 11,Mobile Accessories,Power Bank,2,1735,3470,347.0,UPI,Regular,2,4
ORD001279,CUST01157,2024-12-05,Hyderabad,Reliance Store 10,Electronics,Laptop,2,2896,5792,868.8,Credit Card,Regular,6,5
ORD001280,CUST00558,2021-05-11,Chennai,Reliance Store 2,Mobile Accessories,Power Bank,2,2480,4960,744.0,Net Banking,Occasional,7,3
ORD001281,CUST00803,2024-07-04,Mumbai,Reliance Store 9,Mobile Accessories,Power Bank,3,4753,14259,0.0,Credit Card,Occasional,5,1
ORD001282,CUST01352,2024-01-09,Ahmedabad,Reliance Store 17,Beauty,Perfume,2,4521,9042,0.0,Net Banking,Regular,6,4
ORD001283,CUST01085,2023-04-16,Kolkata,Reliance Store 1,Home Appliances,Fan,3,2616,7848,784.8,UPI,Premium,5,4
ORD001284,CUST01224,2022-08-01,Delhi,Reliance Store 1,Beauty,Face Wash,4,2622,10488,1573.2,Net Banking,Premium,5,1
ORD001285,CUST01174,2024-08-30,Bengaluru,Reliance Store 4,Mobile Accessories,Power Bank,4,3713,14852,742.6,Debit Card,Premium,5,4
ORD001286,CUST00700,2022-10-04,Pune,Reliance Store 5,Furniture,Chair,3,1961,5883,588.3,Cash,Occasional,5,4
ORD001287,CUST00706,2024-08-30,Hyderabad,Reliance Store 16,Mobile Accessories,Charger,2,3176,6352,635.2,Net Banking,Premium,7,5
ORD001288,CUST01049,2021-07-10,Kolkata,Reliance Store 15,Fashion,Jeans,5,4792,23960,3594.0,Net Banking,Premium,6,5
ORD001289,CUST00215,2022-09-05,Hyderabad,Reliance Store 2,Mobile Accessories,Charger,5,1202,6010,300.5,Debit Card,Premium,5,1
ORD001290,CUST00187,2024-02-20,Pune,Reliance Store 19,Fashion,Jeans,4,1516,6064,303.2,Debit Card,Regular,6,4
ORD001291,CUST00445,2023-01-21,Delhi,Reliance Store 1,Electronics,Headphones,5,2944,14720,736.0,UPI,Regular,7,4
ORD001292,CUST01304,2021-07-15,Ahmedabad,Reliance Store 20,Home Appliances,Fan,1,1397,1397,139.7,Credit Card,Premium,6,3
ORD001293,CUST00887,2024-10-27,Mumbai,Reliance Store 3,Sports,Cricket Bat,1,1990,1990,298.5,Credit Card,Regular,3,1
ORD001294,CUST00904,2022-02-17,Pune,Reliance Store 18,Beauty,Cream,2,3045,6090,913.5,UPI,Occasional,2,4
ORD001295,CUST00696,2025-12-04,Ahmedabad,Reliance Store 18,Groceries,Oil,4,4813,19252,1925.2,Debit Card,Regular,4,4
ORD001296,CUST01096,2023-03-05,Bengaluru,Reliance Store 3,Electronics,Smart Watch,4,3299,13196,1319.6,Debit Card,Regular,5,5
ORD001297,CUST00635,2023-09-02,Ahmedabad,Reliance Store 14,Home Appliances,Fan,3,1380,4140,414.0,Credit Card,Premium,3,4
ORD001298,CUST00149,2025-08-02,Kolkata,Reliance Store 5,Sports,Yoga Mat,1,218,218,32.7,Credit Card,Occasional,3,4
ORD001299,CUST00891,2025-05-09,Mumbai,Reliance Store 14,Beauty,Face Wash,1,1244,1244,0.0,Credit Card,Occasional,1,3
ORD001300,CUST00564,2025-08-20,Hyderabad,Reliance Store 11,Mobile Accessories,Power Bank,3,4425,13275,0.0,UPI,Occasional,2,2
ORD001301,CUST00369,2023-11-17,Pune,Reliance Store 19,Beauty,Cream,1,2544,2544,254.4,Credit Card,Occasional,1,4
ORD001302,CUST00202,2021-03-08,Delhi,Reliance Store 8,Home Appliances,Fan,3,2119,6357,635.7,Cash,Premium,4,1
ORD001303,CUST00779,2023-05-14,Kolkata,Reliance Store 8,Beauty,Face Wash,1,3969,3969,396.9,UPI,Premium,2,4
ORD001304,CUST01215,2025-01-03,Mumbai,Reliance Store 2,Beauty,Cream,5,415,2075,103.75,Credit Card,Occasional,6,1
ORD001305,CUST00634,2025-06-03,Bengaluru,Reliance Store 12,Mobile Accessories,Charger,3,2095,6285,314.25,Credit Card,Premium,6,3
ORD001306,CUST00590,2022-09-07,Ahmedabad,Reliance Store 7,Sports,Yoga Mat,4,304,1216,0.0,UPI,Occasional,7,4
ORD001307,CUST01178,2021-10-31,Chennai,Reliance Store 9,Furniture,Chair,3,324,972,48.6,Net Banking,Regular,7,1
ORD001308,CUST00664,2022-04-02,Hyderabad,Reliance Store 11,Groceries,Oil,3,597,1791,179.1,Cash,Premium,2,3
ORD001309,CUST00865,2022-01-02,Pune,Reliance Store 4,Sports,Cricket Bat,5,703,3515,527.25,Cash,Occasional,3,4
ORD001310,CUST00362,2022-01-04,Pune,Reliance Store 4,Beauty,Perfume,5,3571,17855,1785.5,Credit Card,Occasional,6,3
ORD001311,CUST01075,2025-02-05,Ahmedabad,Reliance Store 14,Beauty,Face Wash,2,1241,2482,248.2,Cash,Regular,4,3
ORD001312,CUST01287,2023-06-16,Kolkata,Reliance Store 15,Mobile Accessories,Earbuds,1,4217,4217,210.85,UPI,Premium,7,1
ORD001313,CUST01478,2025-07-29,Hyderabad,Reliance Store 5,Mobile Accessories,Power Bank,5,4710,23550,2355.0,Credit Card,Premium,3,1
ORD001314,CUST00071,2023-11-05,Ahmedabad,Reliance Store 14,Furniture,Table,2,2641,5282,792.3,Debit Card,Regular,3,1
ORD001315,CUST00181,2022-01-23,Delhi,Reliance Store 6,Fashion,Shoes,1,4781,4781,0.0,Credit Card,Occasional,5,5
ORD001316,CUST00816,2021-06-23,Hyderabad,Reliance Store 16,Groceries,Milk,5,1795,8975,1346.25,UPI,Regular,3,3
ORD001317,CUST00966,2024-05-03,Pune,Reliance Store 18,Mobile Accessories,Charger,5,3330,16650,2497.5,Net Banking,Premium,1,5
ORD001318,CUST00891,2025-07-27,Hyderabad,Reliance Store 12,Fashion,Jeans,1,3992,3992,199.6,UPI,Occasional,3,4
ORD001319,CUST01063,2023-08-23,Kolkata,Reliance Store 1,Groceries,Oil,5,2897,14485,724.25,Credit Card,Occasional,2,1
ORD001320,CUST01150,2021-12-01,Pune,Reliance Store 19,Mobile Accessories,Earbuds,4,2818,11272,1690.8,Cash,Occasional,4,2
ORD001321,CUST00547,2023-09-15,Hyderabad,Reliance Store 1,Beauty,Perfume,3,4827,14481,1448.1,Net Banking,Occasional,6,4
ORD001322,CUST00409,2025-03-27,Bengaluru,Reliance Store 15,Electronics,Smart Watch,5,3850,19250,0.0,Cash,Regular,6,1
ORD001323,CUST01400,2025-04-10,Mumbai,Reliance Store 8,Mobile Accessories,Earbuds,2,1818,3636,545.4,UPI,Premium,6,2
ORD001324,CUST01358,2024-03-30,Ahmedabad,Reliance Store 15,Home Appliances,Fan,3,4697,14091,2113.65,Credit Card,Premium,1,3
ORD001325,CUST00599,2025-02-24,Delhi,Reliance Store 15,Sports,Cricket Bat,4,3277,13108,1310.8,Cash,Premium,2,1
ORD001326,CUST00356,2023-12-11,Kolkata,Reliance Store 12,Sports,Yoga Mat,2,1806,3612,361.2,Net Banking,Premium,1,4
ORD001327,CUST01298,2023-10-07,Bengaluru,Reliance Store 2,Furniture,Bookshelf,1,2697,2697,0.0,Debit Card,Premium,2,1
ORD001328,CUST01071,2022-03-02,Delhi,Reliance Store 5,Mobile Accessories,Earbuds,3,3580,10740,537.0,Cash,Occasional,5,3
ORD001329,CUST00850,2022-09-24,Ahmedabad,Reliance Store 20,Fashion,Shoes,3,2948,8844,0.0,UPI,Occasional,7,5
ORD001330,CUST00553,2023-02-15,Delhi,Reliance Store 2,Home Appliances,Iron Box,2,3953,7906,790.6,Debit Card,Regular,1,4
ORD001331,CUST00027,2022-07-02,Delhi,Reliance Store 10,Beauty,Cream,5,4469,22345,0.0,Net Banking,Occasional,7,4
ORD001332,CUST01028,2025-08-28,Delhi,Reliance Store 16,Mobile Accessories,Earbuds,1,3848,3848,384.8,Credit Card,Regular,7,3
ORD001333,CUST01033,2024-05-21,Chennai,Reliance Store 3,Electronics,Headphones,2,3773,7546,754.6,Net Banking,Occasional,6,1
ORD001334,CUST00127,2024-08-23,Mumbai,Reliance Store 5,Mobile Accessories,Power Bank,2,1704,3408,170.4,Credit Card,Occasional,6,1
ORD001335,CUST00352,2022-08-31,Bengaluru,Reliance Store 20,Home Appliances,Fan,1,574,574,57.4,UPI,Premium,5,1
ORD001336,CUST01322,2021-06-10,Bengaluru,Reliance Store 5,Beauty,Perfume,2,676,1352,0.0,Debit Card,Occasional,7,3
ORD001337,CUST01055,2022-06-19,Bengaluru,Reliance Store 15,Furniture,Chair,3,2118,6354,953.1,UPI,Regular,3,3
ORD001338,CUST01338,2023-09-21,Kolkata,Reliance Store 1,Sports,Football,3,2726,8178,408.9,Credit Card,Occasional,3,4
ORD001339,CUST00791,2025-12-12,Ahmedabad,Reliance Store 19,Home Appliances,Iron Box,3,723,2169,325.35,Credit Card,Occasional,3,2
ORD001340,CUST00998,2023-12-27,Mumbai,Reliance Store 16,Groceries,Milk,4,1767,7068,0.0,Debit Card,Premium,1,2
ORD001341,CUST00165,2023-07-20,Delhi,Reliance Store 8,Mobile Accessories,Earbuds,3,2684,8052,805.2,Net Banking,Occasional,5,1
ORD001342,CUST00603,2023-09-29,Delhi,Reliance Store 16,Furniture,Bookshelf,3,4401,13203,0.0,Credit Card,Premium,4,2
ORD001343,CUST00686,2023-08-07,Kolkata,Reliance Store 19,Sports,Football,5,660,3300,0.0,Debit Card,Premium,7,3
ORD001344,CUST01306,2022-03-14,Hyderabad,Reliance Store 16,Fashion,Shoes,3,1222,3666,0.0,Credit Card,Occasional,5,5
ORD001345,CUST01337,2024-06-01,Hyderabad,Reliance Store 17,Sports,Football,2,1246,2492,124.6,Credit Card,Occasional,7,1
ORD001346,CUST01435,2023-06-06,Hyderabad,Reliance Store 14,Fashion,Jeans,3,1717,5151,257.55,Cash,Regular,3,2
ORD001347,CUST01071,2021-07-25,Kolkata,Reliance Store 5,Furniture,Bookshelf,2,2188,4376,656.4,Cash,Occasional,2,3
ORD001348,CUST00907,2022-06-03,Bengaluru,Reliance Store 18,Sports,Cricket Bat,1,4669,4669,0.0,UPI,Regular,2,3
ORD001349,CUST00997,2024-03-09,Pune,Reliance Store 20,Groceries,Rice,2,3943,7886,394.3,Cash,Occasional,6,1
ORD001350,CUST00573,2022-02-10,Chennai,Reliance Store 11,Mobile Accessories,Earbuds,5,1586,7930,1189.5,Net Banking,Regular,5,2
ORD001351,CUST00487,2024-11-04,Chennai,Reliance Store 12,Home Appliances,Fan,5,2338,11690,0.0,Credit Card,Occasional,4,3
ORD001352,CUST00035,2025-01-09,Ahmedabad,Reliance Store 6,Mobile Accessories,Power Bank,3,3094,9282,464.1,Debit Card,Premium,6,2
ORD001353,CUST00601,2021-07-30,Bengaluru,Reliance Store 11,Sports,Yoga Mat,4,4865,19460,973.0,Debit Card,Occasional,7,4
ORD001354,CUST00755,2023-04-15,Pune,Reliance Store 6,Sports,Football,4,2060,8240,0.0,Debit Card,Occasional,4,4
ORD001355,CUST00011,2022-02-08,Hyderabad,Reliance Store 15,Furniture,Bookshelf,3,2122,6366,954.9,Cash,Occasional,5,1
ORD001356,CUST00248,2021-05-30,Mumbai,Reliance Store 6,Furniture,Bookshelf,4,3537,14148,707.4,UPI,Premium,6,2
ORD001357,CUST01012,2025-05-19,Mumbai,Reliance Store 16,Sports,Football,1,4664,4664,233.2,UPI,Premium,5,3
ORD001358,CUST00119,2023-12-20,Mumbai,Reliance Store 11,Beauty,Face Wash,2,262,524,78.6,Credit Card,Premium,2,3
ORD001359,CUST01407,2022-05-07,Delhi,Reliance Store 4,Groceries,Rice,5,1511,7555,755.5,Cash,Occasional,1,5
ORD001360,CUST01167,2025-07-19,Pune,Reliance Store 18,Fashion,Jeans,4,686,2744,137.2,Net Banking,Occasional,5,5
ORD001361,CUST00199,2024-04-20,Delhi,Reliance Store 14,Mobile Accessories,Charger,5,1651,8255,1238.25,Net Banking,Occasional,2,4
ORD001362,CUST00752,2023-09-07,Pune,Reliance Store 7,Mobile Accessories,Earbuds,2,4278,8556,427.8,UPI,Occasional,1,5
ORD001363,CUST00791,2024-12-10,Mumbai,Reliance Store 5,Groceries,Oil,1,277,277,27.7,UPI,Regular,2,5
ORD001364,CUST01187,2021-07-03,Pune,Reliance Store 4,Beauty,Cream,1,3872,3872,0.0,UPI,Occasional,7,1
ORD001365,CUST01173,2022-08-27,Bengaluru,Reliance Store 20,Beauty,Face Wash,3,825,2475,0.0,UPI,Premium,3,3
ORD001366,CUST00601,2023-03-24,Bengaluru,Reliance Store 7,Home Appliances,Iron Box,3,3557,10671,0.0,UPI,Premium,6,2
ORD001367,CUST00210,2023-02-07,Ahmedabad,Reliance Store 13,Electronics,Smart Watch,5,4844,24220,3633.0,Cash,Premium,7,4
ORD001368,CUST00540,2022-04-29,Delhi,Reliance Store 5,Furniture,Chair,4,3503,14012,1401.2,Credit Card,Occasional,7,4
ORD001369,CUST00184,2022-07-08,Hyderabad,Reliance Store 20,Fashion,Jeans,2,3557,7114,355.7,Credit Card,Occasional,4,4
ORD001370,CUST00315,2025-11-17,Chennai,Reliance Store 8,Fashion,Jeans,5,2482,12410,1241.0,Credit Card,Occasional,3,3
ORD001371,CUST00435,2021-04-13,Bengaluru,Reliance Store 12,Fashion,Shirt,5,105,525,0.0,UPI,Regular,3,4
ORD001372,CUST00533,2022-08-26,Mumbai,Reliance Store 5,Mobile Accessories,Earbuds,3,3250,9750,0.0,UPI,Premium,5,3
ORD001373,CUST01100,2023-03-18,Kolkata,Reliance Store 2,Furniture,Bookshelf,3,1602,4806,480.6,Net Banking,Regular,1,3
ORD001374,CUST00223,2024-03-04,Kolkata,Reliance Store 9,Fashion,Jeans,2,3578,7156,1073.4,Credit Card,Regular,1,2
ORD001375,CUST01224,2024-09-22,Mumbai,Reliance Store 6,Mobile Accessories,Charger,1,1145,1145,0.0,UPI,Premium,3,2
ORD001376,CUST00388,2025-01-12,Hyderabad,Reliance Store 13,Sports,Cricket Bat,1,2301,2301,230.1,Net Banking,Regular,4,2
ORD001377,CUST00288,2024-11-16,Ahmedabad,Reliance Store 20,Mobile Accessories,Charger,1,578,578,86.7,UPI,Occasional,2,5
ORD001378,CUST01302,2025-09-11,Pune,Reliance Store 15,Beauty,Perfume,5,1348,6740,674.0,Credit Card,Premium,4,5
ORD001379,CUST00603,2024-12-09,Chennai,Reliance Store 16,Beauty,Cream,1,4109,4109,616.35,Net Banking,Premium,4,1
ORD001380,CUST00057,2025-08-12,Hyderabad,Reliance Store 7,Sports,Yoga Mat,3,4099,12297,1229.7,UPI,Premium,7,4
ORD001381,CUST00156,2022-02-18,Delhi,Reliance Store 19,Furniture,Chair,2,1972,3944,394.4,Cash,Premium,6,4
ORD001382,CUST00870,2021-10-26,Pune,Reliance Store 20,Beauty,Perfume,4,2603,10412,1561.8,UPI,Occasional,5,5
ORD001383,CUST01218,2023-12-27,Ahmedabad,Reliance Store 2,Mobile Accessories,Charger,5,4102,20510,1025.5,Credit Card,Occasional,5,4
ORD001384,CUST00320,2021-10-10,Chennai,Reliance Store 7,Home Appliances,Fan,3,4187,12561,1256.1,Net Banking,Occasional,1,1
ORD001385,CUST01313,2025-11-02,Kolkata,Reliance Store 7,Electronics,Smart Watch,2,942,1884,0.0,Cash,Premium,5,3
ORD001386,CUST00798,2021-08-10,Kolkata,Reliance Store 4,Mobile Accessories,Power Bank,4,2214,8856,442.8,Net Banking,Occasional,7,4
ORD001387,CUST00606,2023-01-05,Mumbai,Reliance Store 1,Sports,Football,5,3451,17255,2588.25,Credit Card,Regular,1,4
ORD001388,CUST00546,2021-09-20,Mumbai,Reliance Store 18,Furniture,Table,4,3998,15992,2398.8,UPI,Regular,3,3
ORD001389,CUST01060,2022-10-29,Delhi,Reliance Store 19,Electronics,Smart Watch,2,1409,2818,281.8,Cash,Regular,5,3
ORD001390,CUST00645,2022-11-16,Delhi,Reliance Store 10,Groceries,Rice,2,1980,3960,198.0,Credit Card,Occasional,7,5
ORD001391,CUST00897,2024-12-01,Ahmedabad,Reliance Store 12,Home Appliances,Iron Box,2,4895,9790,979.0,Credit Card,Occasional,6,3
ORD001392,CUST00039,2024-12-02,Mumbai,Reliance Store 12,Electronics,Headphones,4,4265,17060,0.0,Cash,Premium,4,1
ORD001393,CUST00133,2025-07-05,Delhi,Reliance Store 9,Fashion,Shoes,2,1529,3058,152.9,Credit Card,Regular,4,4
ORD001394,CUST00822,2024-03-25,Chennai,Reliance Store 5,Groceries,Milk,3,2907,8721,436.05,Credit Card,Occasional,5,5
ORD001395,CUST00760,2025-09-15,Ahmedabad,Reliance Store 3,Home Appliances,Fan,4,3988,15952,1595.2,Net Banking,Premium,3,3
ORD001396,CUST01180,2025-05-04,Chennai,Reliance Store 15,Mobile Accessories,Power Bank,3,3568,10704,1070.4,Cash,Occasional,1,5
ORD001397,CUST00297,2023-04-05,Hyderabad,Reliance Store 9,Fashion,Shirt,3,1981,5943,594.3,Debit Card,Occasional,4,1
ORD001398,CUST00641,2024-01-25,Mumbai,Reliance Store 16,Beauty,Cream,5,4333,21665,0.0,UPI,Regular,1,2
ORD001399,CUST00999,2021-09-13,Bengaluru,Reliance Store 6,Furniture,Table,3,1427,4281,214.05,UPI,Regular,1,3
ORD001400,CUST01127,2022-03-19,Pune,Reliance Store 7,Home Appliances,Iron Box,4,2711,10844,1084.4,Debit Card,Occasional,4,3
ORD001401,CUST00503,2023-06-21,Hyderabad,Reliance Store 20,Mobile Accessories,Earbuds,1,103,103,15.45,UPI,Occasional,6,2
ORD001402,CUST01207,2022-06-29,Chennai,Reliance Store 19,Groceries,Oil,5,4919,24595,1229.75,Debit Card,Regular,2,4
ORD001403,CUST01387,2025-06-30,Bengaluru,Reliance Store 11,Beauty,Face Wash,2,3060,6120,612.0,Cash,Premium,2,1
ORD001404,CUST00318,2024-10-30,Bengaluru,Reliance Store 16,Fashion,Shoes,3,3733,11199,0.0,Credit Card,Occasional,1,1
ORD001405,CUST00421,2023-06-19,Mumbai,Reliance Store 13,Electronics,Headphones,1,3651,3651,182.55,Credit Card,Premium,2,1
ORD001406,CUST00948,2021-09-14,Chennai,Reliance Store 2,Beauty,Cream,1,198,198,9.9,UPI,Occasional,7,2
ORD001407,CUST00617,2024-07-14,Chennai,Reliance Store 14,Groceries,Rice,1,2053,2053,205.3,Debit Card,Regular,6,1
ORD001408,CUST00618,2021-05-18,Hyderabad,Reliance Store 2,Beauty,Cream,5,383,1915,287.25,Credit Card,Occasional,7,5
ORD001409,CUST00189,2022-05-06,Bengaluru,Reliance Store 12,Home Appliances,Mixer,2,4209,8418,420.9,Net Banking,Premium,4,4
ORD001410,CUST00058,2025-04-10,Hyderabad,Reliance Store 10,Beauty,Face Wash,4,3699,14796,2219.4,Cash,Regular,7,4
ORD001411,CUST00590,2022-07-10,Mumbai,Reliance Store 8,Sports,Cricket Bat,2,282,564,0.0,UPI,Occasional,1,4
ORD001412,CUST00819,2023-09-30,Pune,Reliance Store 15,Electronics,Smart Watch,2,693,1386,0.0,Net Banking,Regular,1,4
ORD001413,CUST00184,2025-01-18,Ahmedabad,Reliance Store 4,Beauty,Face Wash,2,2117,4234,0.0,UPI,Premium,4,5
ORD001414,CUST00925,2025-07-12,Chennai,Reliance Store 19,Groceries,Rice,2,1570,3140,471.0,Cash,Premium,5,5
ORD001415,CUST00601,2025-07-09,Pune,Reliance Store 2,Sports,Yoga Mat,2,713,1426,71.3,UPI,Occasional,6,4
ORD001416,CUST00734,2021-10-15,Ahmedabad,Reliance Store 18,Groceries,Rice,3,4731,14193,1419.3,Credit Card,Occasional,1,3
ORD001417,CUST00514,2025-11-25,Chennai,Reliance Store 11,Home Appliances,Iron Box,5,3278,16390,0.0,Cash,Occasional,6,4
ORD001418,CUST00368,2022-12-29,Mumbai,Reliance Store 5,Groceries,Rice,5,1615,8075,1211.25,Credit Card,Regular,2,3
ORD001419,CUST01050,2023-04-01,Delhi,Reliance Store 9,Groceries,Milk,4,2276,9104,455.2,Credit Card,Occasional,5,1
ORD001420,CUST01120,2025-05-16,Pune,Reliance Store 6,Beauty,Cream,3,2620,7860,0.0,Cash,Premium,5,1
ORD001421,CUST00852,2023-02-08,Delhi,Reliance Store 8,Furniture,Bookshelf,4,860,3440,344.0,Credit Card,Regular,2,5
ORD001422,CUST00715,2023-12-17,Chennai,Reliance Store 8,Groceries,Rice,5,3512,17560,0.0,Debit Card,Regular,3,3
ORD001423,CUST00546,2023-07-12,Chennai,Reliance Store 11,Mobile Accessories,Earbuds,3,1328,3984,199.2,Credit Card,Occasional,5,5
ORD001424,CUST00702,2024-04-25,Bengaluru,Reliance Store 6,Beauty,Cream,4,691,2764,0.0,Debit Card,Occasional,4,5
ORD001425,CUST00160,2021-11-16,Kolkata,Reliance Store 19,Electronics,Laptop,2,4144,8288,414.4,Debit Card,Regular,3,2
ORD001426,CUST00686,2022-03-06,Delhi,Reliance Store 12,Groceries,Rice,5,3409,17045,852.25,UPI,Occasional,1,5
ORD001427,CUST00413,2022-10-08,Bengaluru,Reliance Store 2,Furniture,Table,4,1036,4144,207.2,Credit Card,Occasional,7,4
ORD001428,CUST00701,2025-08-18,Bengaluru,Reliance Store 17,Groceries,Oil,5,3832,19160,0.0,UPI,Occasional,4,1
ORD001429,CUST00353,2024-03-23,Hyderabad,Reliance Store 13,Home Appliances,Fan,3,224,672,67.2,Debit Card,Premium,6,4
ORD001430,CUST00693,2023-12-29,Mumbai,Reliance Store 1,Furniture,Bookshelf,1,579,579,0.0,Debit Card,Regular,4,2
ORD001431,CUST00976,2023-09-06,Ahmedabad,Reliance Store 1,Furniture,Bookshelf,3,2412,7236,1085.4,Debit Card,Premium,5,4
ORD001432,CUST00048,2022-09-02,Pune,Reliance Store 9,Home Appliances,Mixer,5,2207,11035,1655.25,UPI,Premium,5,5
ORD001433,CUST00691,2023-11-22,Kolkata,Reliance Store 16,Sports,Football,1,1190,1190,59.5,Credit Card,Regular,6,5
ORD001434,CUST00750,2023-09-23,Kolkata,Reliance Store 11,Home Appliances,Mixer,1,1274,1274,63.7,Debit Card,Occasional,4,2
ORD001435,CUST00072,2024-05-26,Bengaluru,Reliance Store 18,Groceries,Milk,3,1366,4098,0.0,Cash,Occasional,2,3
ORD001436,CUST01162,2023-03-02,Kolkata,Reliance Store 14,Furniture,Bookshelf,3,4377,13131,1313.1,Cash,Occasional,1,2
ORD001437,CUST00926,2021-06-02,Bengaluru,Reliance Store 7,Mobile Accessories,Power Bank,4,3677,14708,0.0,Debit Card,Regular,7,3
ORD001438,CUST00453,2023-09-25,Kolkata,Reliance Store 12,Home Appliances,Iron Box,5,1417,7085,354.25,Cash,Regular,6,5
ORD001439,CUST00356,2023-09-04,Chennai,Reliance Store 6,Mobile Accessories,Power Bank,1,4735,4735,473.5,UPI,Regular,1,3
ORD001440,CUST00444,2025-02-20,Chennai,Reliance Store 4,Groceries,Oil,1,3927,3927,196.35,UPI,Premium,4,3
ORD001441,CUST00094,2021-12-05,Bengaluru,Reliance Store 13,Fashion,Jeans,5,4923,24615,0.0,Debit Card,Premium,3,2
ORD001442,CUST00170,2025-09-17,Ahmedabad,Reliance Store 12,Home Appliances,Mixer,4,4481,17924,896.2,Credit Card,Regular,6,3
ORD001443,CUST00969,2022-10-31,Bengaluru,Reliance Store 16,Sports,Cricket Bat,2,1615,3230,161.5,Debit Card,Occasional,5,4
ORD001444,CUST00475,2024-06-02,Hyderabad,Reliance Store 19,Beauty,Cream,3,4318,12954,0.0,Credit Card,Regular,7,3
ORD001445,CUST01049,2025-02-15,Chennai,Reliance Store 15,Fashion,Shoes,4,3349,13396,669.8,UPI,Occasional,5,2
ORD001446,CUST00577,2024-09-10,Bengaluru,Reliance Store 9,Electronics,Headphones,1,638,638,95.7,Credit Card,Regular,6,2
ORD001447,CUST00590,2023-08-10,Chennai,Reliance Store 20,Home Appliances,Fan,2,4398,8796,0.0,Cash,Occasional,6,1
ORD001448,CUST01189,2024-09-03,Bengaluru,Reliance Store 2,Sports,Cricket Bat,4,604,2416,241.6,Debit Card,Premium,1,4
ORD001449,CUST01329,2024-03-09,Ahmedabad,Reliance Store 4,Furniture,Chair,3,835,2505,0.0,UPI,Occasional,2,4
ORD001450,CUST00766,2021-04-02,Mumbai,Reliance Store 9,Home Appliances,Mixer,2,3731,7462,746.2,Net Banking,Premium,4,2
ORD001451,CUST00498,2024-06-24,Chennai,Reliance Store 17,Fashion,Shoes,1,1465,1465,73.25,Debit Card,Premium,1,4
ORD001452,CUST00810,2022-04-05,Delhi,Reliance Store 12,Sports,Cricket Bat,4,3407,13628,1362.8,Debit Card,Regular,4,5
ORD001453,CUST00167,2024-02-22,Delhi,Reliance Store 17,Sports,Cricket Bat,1,4828,4828,482.8,Cash,Occasional,5,5
ORD001454,CUST01039,2021-06-20,Kolkata,Reliance Store 8,Home Appliances,Fan,2,4546,9092,0.0,Debit Card,Premium,1,3
ORD001455,CUST01187,2021-03-20,Delhi,Reliance Store 9,Beauty,Face Wash,3,3320,9960,1494.0,UPI,Premium,3,1
ORD001456,CUST01225,2025-11-14,Hyderabad,Reliance Store 12,Beauty,Perfume,2,4839,9678,0.0,Credit Card,Premium,6,2
ORD001457,CUST01222,2025-07-07,Bengaluru,Reliance Store 1,Groceries,Milk,4,4666,18664,2799.6,Cash,Regular,5,1
ORD001458,CUST00315,2025-01-01,Delhi,Reliance Store 14,Beauty,Face Wash,2,2813,5626,0.0,Credit Card,Occasional,4,1
ORD001459,CUST00279,2021-03-15,Pune,Reliance Store 4,Groceries,Milk,4,2524,10096,1514.4,Net Banking,Regular,5,2
ORD001460,CUST00639,2022-05-01,Delhi,Reliance Store 18,Electronics,Laptop,4,2781,11124,1112.4,Cash,Premium,7,4
ORD001461,CUST01334,2025-08-18,Bengaluru,Reliance Store 2,Furniture,Chair,4,4687,18748,0.0,Credit Card,Premium,3,3
ORD001462,CUST00083,2022-09-23,Kolkata,Reliance Store 8,Beauty,Face Wash,1,4960,4960,0.0,Net Banking,Occasional,7,5
